Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
483,Siredenhold,Cryshield,Cryshield County,Milstar,Kingdom of Milstar,阿诺（人类）,阿诺（人类） Totems,town,5257,6564.21,3422.76,-33.02,55.96,100,16°C,Dubrovnik (Croatia),,,,,,,,{t1:argent;charges:[{charge:thistle;t:sable;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Siredenhold&population=5257&size=24&seed=1234182160483&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
484,Nyrang,Ynathes,Ynathes Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,7668,5323.91,1435.71,38.4,11.37,100,8°C,Prague (Czechia),,port,,,,,,{t1:or;charges:[{charge:crossCercelee;t:azure;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Nyrang&population=7668&size=28&seed=1234182160484&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
485,Ikh-Uc,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,9760,1209.35,1991.01,18.44,-136.53,100,25°C,Miami (USA),,,,,,,,{t1:azure;charges:[{charge:cock;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Ikh-Uc&population=9760&size=31&seed=1234182160485&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
486,Grasstar,Hound,Hound Captaincy,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,town,4778,7670.16,3264.34,-27.33,95.71,169,19°C,Marrakesh (Morocco),,,,,,,,{t1:gules;division:{division:perFess;t:argent;line:straight};charges:[{charge:cannon;t:or;p:kmo;t2:or;divided:counter;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Grasstar&population=4778&size=23&seed=1234182160486&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
487,Meethe,Rethe,Rethe Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,2437,5047.3,1816.69,24.7,1.43,16,20°C,Alexandria (Egypt),,,,,,,,{t1:or;charges:[{charge:hedgehog;t:sable;p:e;t2:sable;t3:gules;size:1.5;sinister:1}];shield:culture},https://watabou.github.io/city-generator/?name=Meethe&population=2437&size=18&seed=1234182160487&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
488,Cielbtong,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1853,3095.2,3052.31,-19.71,-68.74,4,27°C,Mogadishu (Somalia),,,,,,,,{t1:sable;charges:[{charge:key;t:or;p:def;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1853&name=Cielbtong&seed=1234182160488&width=1600&height=780&style=default&tags=isolated%2Cuncultivated%2Cno+square%2Cdense
489,Llaughed,Hethsalean,Hethsalean County,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,5631,5749.29,1505.25,35.9,26.66,361,8°C,Prague (Czechia),,,,,,,,{t1:or;charges:[{charge:hand;t:sable;p:abc;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Llaughed&population=5631&size=25&seed=1234182160489&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
490,Olazigi,Brem,Brem Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,7724,7650.56,2749.97,-8.84,95.01,64,29°C,Niamey (Niger),,port,,,,,,{t1:murrey;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:triangle;t:sable;p:ABCDEFGHIJKL;size:0.18};{charge:lionHeadCaboshed;t:argent;p:e;size:1.1}];shield:culture},https://watabou.github.io/city-generator/?name=Olazigi&population=7724&size=28&seed=1234182160490&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.34
491,Veltoch,Brem,Brem Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,3644,7802.99,2495.75,0.3,100.49,144,29°C,Niamey (Niger),,,,walls,,,,{t1:argent;charges:[{charge:mitre;t:azure;p:e;t2:azure;t3:vert;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Veltoch&population=3644&size=21&seed=1234182160491&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
492,Coskurt,Croi,Croi Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,8566,1747.08,3348,-30.34,-117.2,441,15°C,Rome (Italy),,,,,,,,{t1:masoned-azure-or-small;ordinaries:[{ordinary:flaunches;t:or}];shield:culture},https://watabou.github.io/city-generator/?name=Coskurt&population=8566&size=29&seed=1234182160492&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
493,Gneabsil,Gneabsil,Gneabsil County,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,12136,1427.59,3429.27,-33.26,-128.68,25,18°C,Barcelona (Spain),,port,citadel,,,,,{t1:azure;division:{division:perCross;t:or;line:straight};charges:[{charge:elephantHeadErased;t:argent;p:jlmo;t2:argent;divided:counter;size:0.6}];shield:culture},https://watabou.github.io/city-generator/?name=Gneabsil&population=12136&size=33&seed=1234182160493&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.17
494,Gobling,Srefs,Srefs Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,city,14729,1971.55,3005.28,-18.02,-109.13,576,24°C,Dakar (Senegal),,,,,,,,{t1:purpure;charges:[{charge:archer;t:argent;p:jlh;t2:argent;t3:or;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Gobling&population=14729&size=36&seed=1234182160494&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
495,Brordud,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1478,1344.42,2163.48,12.24,-131.67,81,27°C,Mogadishu (Somalia),,port,,,,,,{t1:bendy-vert-or;division:{division:perCross;t:argent;line:straight};shield:culture},https://watabou.github.io/village-generator/?pop=1478&name=Brordud&seed=1234182160495&width=1400&height=683&style=default&tags=coast%2Chighway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
496,Draunyrang,Ynathes,Ynathes Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,7869,5390.38,1492.29,36.36,13.76,144,9°C,Copenhagen (Denmark),,,,,,,,{t1:azure;division:{division:perFess;t:argent;line:straight};charges:[{charge:mascle;t:or;p:k;size:0.7};{charge:raven;t:vert;p:n;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Draunyrang&population=7869&size=28&seed=1234182160496&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
497,Wruilt,Fel,Fel Governorate,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,4890,2462.98,2806.65,-10.88,-91.47,144,28°C,Bangkok (Thailand),,,,,,,,{t1:argent;charges:[{charge:lute;t:azure;p:e;t2:azure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Wruilt&population=4890&size=24&seed=1234182160497&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
498,Slofzia,Zighel,Zighel Barony,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,3466,2007.19,3152.35,-23.3,-107.85,144,24°C,Dakar (Senegal),,,,,,,,{t1:masoned-azure-or-small;charges:[{charge:garb;t:or;p:abc;t2:or;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Slofzia&population=3466&size=21&seed=1234182160498&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
499,Dizar,Tolde,Tolde County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,679,8964.58,1906.29,21.48,142.24,25,24°C,Dakar (Senegal),,port,,walls,,,,{t1:gules;charges:[{charge:drakkar;t:or;p:e;t2:or;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=679&name=Dizar&seed=1234182160499&width=1000&height=488&style=default&tags=estuary%2Chighway%2Cuncultivated%2Cno+square%2Cpalisade%2Cdense
500,Rusthclif,Shatholuch,Shatholuch County,Tolnarg,Grand Duchy of Tolnarg,阿诺（人类）,Embergrakecism,village,508,8499.94,3117.37,-22.05,125.54,100,26°C,Jakarta (Indonesia),,,,walls,,,,{t1:argent;division:{division:perBendSinister;t:pappellony2-or-azure;line:firTrees};charges:[{charge:bridge;t:sable;p:j;size:0.7};{charge:mullet7;t:vert;p:o;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=508&name=Rusthclif&seed=1234182160500&width=1000&height=488&style=default&tags=estuary%2Chighway%2Cuncultivated%2Cno+square%2Cpalisade%2Cdense
501,Dustvaultle,Bearse,Bearse County,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,city,14215,8015.63,3378.16,-31.42,108.13,196,17°C,Lisbon (Portugal),,,,walls,,,,{t1:purpure;charges:[{charge:angel;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Dustvaultle&population=14215&size=35&seed=1234182160501&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
502,Eeng,Wat,Wat Captaincy,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,village,1349,3148.08,1345.07,41.65,-66.84,25,6°C,Stockholm (Sweden),,port,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:sable;line:straight}];charges:[{charge:armillarySphere;t:argent;p:beh;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1349&name=Eeng&seed=1234182160502&width=1400&height=683&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
503,Sunhall,Grineneld,Grineneld County,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,town,3212,8161.47,3575.58,-38.52,113.37,81,11°C,Antwerp (Belgium),,,,,,,,{t1:chequy-or-gules-smaller;division:{division:perFess;t:purpure;line:straight};ordinaries:[{ordinary:pale;t:vert;line:straight}];shield:culture},https://watabou.github.io/city-generator/?name=Sunhall&population=3212&size=20&seed=1234182160503&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
504,Uzdrodh,Uzdrodh,Uzdrodh Barony,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,city,13957,2173.87,2257.33,8.87,-101.86,625,25°C,Miami (USA),,,,walls,plaza,,,{t1:vert;charges:[{charge:millstone;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Uzdrodh&population=13957&size=35&seed=1234182160504&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
505,Kharbhar,Brem,Brem Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,6502,7618.54,2940.41,-15.69,93.86,121,27°C,Mogadishu (Somalia),,port,citadel,,,,,{t1:azure;charges:[{charge:dolphin;t:argent;p:jlh;t2:argent;size:0.7;sinister:1}];shield:culture},https://watabou.github.io/city-generator/?name=Kharbhar&population=6502&size=26&seed=1234182160505&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.31
506,Goshakinb,Brem,Brem Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,4417,7533.36,2698.18,-6.98,90.79,100,29°C,Niamey (Niger),,port,,,,,,{t1:vert;ordinaries:[{ordinary:pile;t:argent}];charges:[{charge:ouroboros;t:gules;p:b;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Goshakinb&population=4417&size=23&seed=1234182160506&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.62
507,Nulde,Rirgarak,Rirgarak County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,town,5781,7972.87,1975.65,18.99,106.59,144,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:or;charges:[{charge:cossack;t:azure;p:e;t2:sable;t3:azure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Nulde&population=5781&size=25&seed=1234182160507&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
508,Cloudholle,Cloudgia,Cloudgia Landgrave,Vreagab,Kingdom of Vreagab,戴尔（人类）,戴尔（人类） Spirits,village,1296,2492.72,1118.72,49.79,-90.4,16,1°C,Arkhangelsk (Russia),,port,,walls,,,,{t1:argent;charges:[{charge:rustre;t:azure;p:jlh;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1296&name=Cloudholle&seed=1234182160508&width=1400&height=683&style=snow&tags=coast%2Chighway%2Cuncultivated%2Cno+square%2Cpalisade%2Cdense
509,Styrm,Vekz,Vekz County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,village,1538,3346.94,1294.56,43.47,-59.69,25,5°C,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:ladybird;t:or;p:e;t2:or;t3:or;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1538&name=Styrm&seed=1234182160509&width=1600&height=780&style=snow&tags=dead+end%2Cno+square%2Cdense
510,Vylfald,Vylfald,Vylfald Land,Digez,Digezan League,尤顿（巨人）,尤顿（巨人） Druidism,village,1330,8706.22,2244.43,9.33,132.95,2704,11°C,Antwerp (Belgium),,,,,,,,{t1:sable;ordinaries:[{ordinary:bend;t:argent;line:straight}];charges:[{charge:raven;t:sable;p:e;t2:sable;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1330&name=Vylfald&seed=1234182160510&width=1400&height=683&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
511,Slukex,Croi,Croi Canton,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,5266,2938.29,2794.31,-10.43,-74.38,64,29°C,Niamey (Niger),,,,,,,,{t1:or;division:{division:perBend;t:sable;line:angled};charges:[{charge:crossTau;t:gules;p:l;size:0.7};{charge:roundel;t:argent;p:m;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Slukex&population=5266&size=24&seed=1234182160511&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
512,Iadidor,Mythshele,Mythshele County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,2037,6239.16,1777.47,26.11,44.27,256,18°C,Barcelona (Spain),,,,,,,,{t1:chainy-argent-vert;division:{division:perPale;t:gules;line:straight};charges:[{charge:roundel2;t:azure;p:p;size:0.7};{charge:angel;t:argent;p:q;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Iadidor&population=2037&size=17&seed=1234182160512&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
513,Wrogbig,Voh,Voh Captaincy,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,village,1032,3222.51,1748.18,27.17,-64.16,25,17°C,Lisbon (Portugal),,,,,,,,{t1:or;charges:[{charge:escallop;t:azure;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1032&name=Wrogbig&seed=1234182160513&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
514,Suirx,Voh,Voh County,Bug,Duchy of Bug,狗头人（哥布林）,Old Gneabligzism,town,2639,3288.3,2688.8,-6.64,-61.8,25,30°C,Khartoum (Sudan),,,,,,,,{t1:argent;ordinaries:[{ordinary:bendlet;t:azure;line:straight}];charges:[{charge:gear;t:or;p:joe;size:0.3}];shield:culture},https://watabou.github.io/city-generator/?name=Suirx&population=2639&size=19&seed=1234182160514&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
515,Styrnaahx,Iah,Iah Province,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,10016,3336.19,2401.5,3.68,-60.08,49,30°C,Khartoum (Sudan),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:orle;t:gules}];charges:[{charge:mulletFaceted;t:sable;p:e;size:1.1}];shield:culture},https://watabou.github.io/city-generator/?name=Styrnaahx&population=10016&size=31&seed=1234182160515&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
516,Nulfirth,Yudgrimfa,Yudgrimfa County,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,2365,7879.98,2426.86,2.77,103.25,169,29°C,Niamey (Niger),,,,,,,,{t1:sable;charges:[{charge:roundel2;t:or;p:acegi;size:0.4}];shield:culture},https://watabou.github.io/city-generator/?name=Nulfirth&population=2365&size=18&seed=1234182160516&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
517,Freyspell,Oadowfalls,Oadowfalls County,Milstar,Kingdom of Milstar,阿诺（人类）,阿诺（人类） Totems,town,2002,6482.31,3024.64,-18.71,53.01,324,25°C,Miami (USA),,,,,,,,{t1:argent;charges:[{charge:deerHeadCaboshed;t:azure;p:e;t2:azure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Freyspell&population=2002&size=17&seed=1234182160517&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
518,Drethondhe,Thalya,Thalya County,Olerin,Olerin Empire,艾尔达（精灵）,艾尔达（精灵） Spirits,village,1349,6455.8,1160.93,48.27,52.06,169,0°C,Murmansk (Russia),,,,,,,,{t1:argent;division:{division:chevronny;t:sable};ordinaries:[{ordinary:saltire;t:purpure;line:straight}];shield:culture},https://watabou.github.io/village-generator/?pop=1349&name=Drethondhe&seed=1234182160518&width=1400&height=683&style=snow&tags=river%2Cdead+end%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
519,Amunz,Kinuguk,Kinuguk County,Milstar,Kingdom of Milstar,尤顿（巨人）,Embergrakecism,town,4744,6950.35,2711.43,-7.46,69.84,900,23°C,Rio de Janeiro (Brazil),,,,walls,,,,{t1:argent;charges:[{charge:owl;t:azure;p:jlh;t2:azure;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Amunz&population=4744&size=23&seed=1234182160519&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
520,Kharkug,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,546,1378.32,2246.97,9.24,-130.45,64,29°C,Niamey (Niger),,,,,,,,{t1:gules;ordinaries:[{ordinary:gyron;t:argent}];charges:[{charge:garb;t:or;p:bh;t2:or;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=546&name=Kharkug&seed=1234182160520&width=1000&height=488&style=default&tags=highway%2Cno+orchards%2Cno+square%2Cdense
521,Garag,Shatholuch,Shatholuch County,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,Embergrakecism,town,12217,8383.02,2924.47,-15.11,121.34,1764,16°C,Dubrovnik (Croatia),,,,,,,,{t1:gules;ordinaries:[{ordinary:saltire;t:argent;line:straight}];charges:[{charge:inescutcheon;t:gules;p:e;size:0.7};{charge:crossBottony;t:argent;p:e;size:0.35}];shield:culture},https://watabou.github.io/city-generator/?name=Garag&population=12217&size=33&seed=1234182160521&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
522,Ryrandesthel,Ololunesa,Ololunesa County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,1078,6468.74,1834.88,24.05,52.53,529,16°C,Dubrovnik (Croatia),,,,,,,,{t1:purpure;charges:[{charge:bell;t:or;p:def;t2:or;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1078&name=Ryrandesthel&seed=1234182160522&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
523,Styr,Phax,Phax County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,3972,3875.91,1411.74,39.26,-40.68,49,6°C,Stockholm (Sweden),,,,,,,,{t1:ermine-argent-sable;ordinaries:[{ordinary:canton;t:gules}];shield:culture},https://watabou.github.io/city-generator/?name=Styr&population=3972&size=22&seed=1234182160523&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
524,Tlauma,Itheiheilera,Itheiheilera Barony,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,2980,6684.76,1466,37.31,60.29,324,6°C,Stockholm (Sweden),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:straight};charges:[{charge:spear;t:or;p:p;t2:or;size:0.7};{charge:salmon;t:sable;p:q;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Tlauma&population=2980&size=20&seed=1234182160524&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
525,Umugh,Ulm,Ulm Landgrave,Vreagab,Kingdom of Vreagab,乌鲁克（兽人）,乌鲁克（兽人） Beliefs,village,1163,2801.41,1857.14,23.25,-79.3,1369,13°C,Milan (Italy),,,,,,,,{t1:sable;charges:[{charge:centaur;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1163&name=Umugh&seed=1234182160525&width=1400&height=683&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
526,Kirkiz,Krigh,Krigh County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,5052,1692.46,2787.71,-10.2,-119.16,16,29°C,Niamey (Niger),,,,,,,,{t1:or;division:{division:perPale;t:azure;line:straight};charges:[{charge:frog;t:sable;p:pq;divided:field;size:0.7};{charge:wolfPassant;t:argent;p:jl;divided:division;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Kirkiz&population=5052&size=24&seed=1234182160526&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
527,Suirx,Qosx,Qosx Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,3448,2804.06,3317.13,-29.23,-79.21,121,19°C,Marrakesh (Morocco),,,,walls,,,,{t1:sable;ordinaries:[{ordinary:chevronReversed;t:argent}];charges:[{charge:triangle;t:argent;p:b;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Suirx&population=3448&size=21&seed=1234182160527&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
528,Suirx,Swa,Swa County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,5491,3408.26,1371.48,40.71,-57.49,16,6°C,Stockholm (Sweden),,,,walls,,,,{t1:azure;charges:[{charge:anchor;t:or;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Suirx&population=5491&size=25&seed=1234182160528&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
529,Basinf,Cloudgia,Cloudgia Landgrave,Vreagab,Kingdom of Vreagab,戴尔（人类）,戴尔（人类） Spirits,fort,956,2609.61,1110.75,50.08,-86.19,9,-2°C,Fairbanks (Alaska),,,citadel,,,,,{t1:argent;charges:[{charge:crossMaltese;t:gules;p:beh;size:0.5}];shield:culture},null
530,Brid,Swa,Swa County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,village,925,3574.67,1450.8,37.85,-51.5,100,8°C,Prague (Czechia),,,,,,,,{t1:argent;division:{division:perFess;t:gules;line:embattledGrady};charges:[{charge:monk;t:purpure;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=925&name=Brid&seed=1234182160530&width=1000&height=488&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
531,Sylhalin,Wasinzan,Wasinzan Barony,Shemnaselu,Grand Duchy of Shemnaselu,昆雅（精灵）,昆雅（精灵） Druidism,village,652,5375.93,1971.44,19.14,13.24,64,24°C,Dakar (Senegal),,,,,,,,{t1:gules;charges:[{charge:stagPassant;t:or;p:e;t2:or;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=652&name=Sylhalin&seed=1234182160531&width=1000&height=488&style=default&tags=highway%2Cno+square%2Cdense
532,Qiccug,Drodh,Drodh Department,Engai,Republic of Engai,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,3221,2312.01,2086.37,15.01,-96.89,289,25°C,Miami (USA),,,,,,,,{t1:sable;charges:[{charge:escallop;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Qiccug&population=3221&size=20&seed=1234182160532&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
533,Sios,Brybrinqi,Brybrinqi County,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,town,4853,3295.8,1776.26,26.16,-61.53,64,20°C,Alexandria (Egypt),,,,,,,,{t1:argent;charges:[{charge:mallet;t:vert;p:def;t2:vert;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Sios&population=4853&size=24&seed=1234182160533&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
534,Blix,Vekz,Vekz County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,city,16468,3228.56,2061.47,15.91,-63.95,49,28°C,Bangkok (Thailand),,,citadel,,,,,{t1:bendySinister-or-azure;ordinaries:[{ordinary:bordure;t:sable}];charges:[{charge:stirrup;t:gules;p:e;t2:gules;size:1.1}];shield:culture},https://watabou.github.io/city-generator/?name=Blix&population=16468&size=37&seed=1234182160534&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
